CATEGORY (i.e.ISCED description),COURSE TITLE,COURSE CODE2,R1 POINTS,R1 Random *,R2 POINTS,R2 Random*,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,Test/Interview #,avp,v
Business and administration,Accounting,CR400,316,0.0,0,0.0,316,0.0,413,8,Cork Institute of Technology,0.0,0,0
Business and administration,Marketing,CR420,285,0.0,0,0.0,285,0.0,346,8,Cork Institute of Technology,0.0,0,0
Business and administration,International Business with Language,CR425,298,0.0,0,0.0,298,0.0,412,8,Cork Institute of Technology,0.0,0,0
Personal services,Sport and Exercise Management,CR430,322,0.0,0,0.0,322,0.0,407,8,Cork Institute of Technology,0.0,0,0
Education,Montessori Education,CR440,288,0.0,0,0.0,288,0.0,362,8,Cork Institute of Technology,0.0,0,0
Engineering and engineering trades,Engineering (Common Entry),CR500,411,0.0,0,0.0,411,0.0,465,8,Cork Institute of Technology,0.0,0,0
Environment,Sustainable Energy Engineering,CR510,320,0.0,0,0.0,320,0.0,389,8,Cork Institute of Technology,0.0,0,0
Health,Biomedical Engineering,CR520,444,0.0,0,0.0,444,0.0,488,8,Cork Institute of Technology,0.0,0,0
Architecture and construction,Architectural Technology,CR560,308,0.0,0,0.0,308,0.0,377,8,Cork Institute of Technology,0.0,0,0
Architecture and construction,Interior Architecture,CR565,359,0.0,0,0.0,359,0.0,423,8,Cork Institute of Technology,0.0,0,0
Architecture and construction,Quantity Surveying,CR570,336,0.0,0,0.0,336,0.0,392,8,Cork Institute of Technology,0.0,0,0
Architecture and construction,Construction Management,CR572,269,0.0,0,0.0,269,0.0,318,8,Cork Institute of Technology,0.0,0,0
Engineering and engineering trades,Electrical Engineering,CR580,318,0.0,0,0.0,318,0.0,377,8,Cork Institute of Technology,0.0,0,0
Engineering and engineering trades,Electronic Engineering,CR590,303,0.0,0,0.0,303,0.0,379,8,Cork Institute of Technology,0.0,0,0
Arts,Visual Communications,CR600,+matric,0.0,0,0.0,#+matric,0.0,#+matric,8,Cork Institute of Technology,1.0,0,0
Welfare,Early Childhood Education and Care,CR620,365,0.0,357,0.0,357,0.0,454,7,Cork Institute of Technology,0.0,0,0
Personal services,Culinary Arts,CR640,244,0.0,0,0.0,244,0.0,392,7,Cork Institute of Technology,0.0,0,0
Personal services,Beverage Industry Management,CR650,209,0.0,0,0.0,209,0.0,316,7,Cork Institute of Technology,0.0,0,0
Personal services,Culinary Studies,CR655,189,0.0,0,0.0,189,0.0,290,6,Cork Institute of Technology,0.0,0,0
Personal services,Hospitality Studies,CR657,180,0.0,163,0.0,163,0.0,198,6,Cork Institute of Technology,0.0,0,0
Personal services,Tourism Management,CR660,252,0.0,0,0.0,252,0.0,325,8,Cork Institute of Technology,0.0,0,0
Arts,Theatre and Drama Studies at CIT Cork School of Music,CR700,740,0.0,645,0.0,645,0.0,982,8,Cork Institute of Technology,1.0,0,0
Engineering and engineering trades,Marine Electrotechnology at National Maritime College of Ireland,CR805,235,0.0,0,0.0,235,0.0,326,7,Cork Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Information Technology,CR888,290,0.0,0,0.0,290,0.0,372,7,Cork Institute of Technology,0.0,0,0
Information and Communication Technologies (ICTs),Computing in Information Technology,CT110,210,0.0,0,0.0,210,0.0,400,6,CCT College Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Information Technology,CT116,219,0.0,0,0.0,219,0.0,263,7,CCT College Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Information Technology,CT125,220,0.0,0,0.0,220,0.0,299,8,CCT College Dublin,0.0,avp,0
Business and administration,Business,CT325,338,0.0,0,0.0,281,0.0,338,8,CCT College Dublin,0.0,avp,0
Business and administration,Business,CW006,AQA,0.0,AQA,0.0,AQA,0.0,254,6,"Institute of Technology, Carlow",0.0,avp,0
Business and administration,Business (options),CW018,298,0.0,248,0.0,248,0.0,312,8,"Institute of Technology, Carlow",0.0,0,0
Agriculture,Sustainable Farm Management and Agribusiness,CW027,266,0.0,0,0.0,268,0.0,360,7,"Institute of Technology, Carlow",0.0,0,0
Welfare,Early Childhood Education and Care,CW028,252,0.0,0,0.0,252,0.0,301,8,"Institute of Technology, Carlow",0.0,0,0
Business and administration,Business (options),CW037,195,0.0,0,0.0,195,0.0,400,7,"Institute of Technology, Carlow",1.0,0,0
Arts,Art (portfolio),CW038,700,0.0,0,0.0,700,0.0,700,8,"Institute of Technology, Carlow",1.0,0,0
Arts,Visual Communications and Design,CW047,214,0.0,181,0.0,181,0.0,336,7,"Institute of Technology, Carlow",0.0,0,0
Arts,Art (portfolio),CW057,700,0.0,0,0.0,700,0.0,700,7,"Institute of Technology, Carlow",1.0,0,0
Personal services,Tourism and Event Management,CW058,298,0.0,0,0.0,298,0.0,348,8,"Institute of Technology, Carlow",0.0,0,0
Welfare,Applied Social Studies in Professional Social Care,CW068,245,0.0,0,0.0,245,0.0,292,8,"Institute of Technology, Carlow",0.0,0,0
Personal services,Tourism and Event Management,CW077,217,0.0,0,0.0,217,0.0,311,7,"Institute of Technology, Carlow",0.0,0,0
Agriculture,Sustainable Farm Management and Agribusiness,CW078,269,0.0,0,0.0,269,0.0,327,8,"Institute of Technology, Carlow",0.0,0,0
Arts,Visual Communications and Design,CW088,274,0.0,0,0.0,274,0.0,340,8,"Institute of Technology, Carlow",0.0,0,0
Health,Physiology and Health Science,CW106,451,0.0,0,0.0,451,0.0,509,6,"Institute of Technology, Carlow",0.0,0,0
Environment,Analytical Science,CW107,277,0.0,0,0.0,277,0.0,445,7,"Institute of Technology, Carlow",0.0,0,0
Biological and related sciences,Science (options),CW108,261,0.0,0,0.0,261,0.0,346,8,"Institute of Technology, Carlow",0.0,0,0
Health,Pharmacy Technician Studies,CW116,250,0.0,0,0.0,250,0.0,388,6,"Institute of Technology, Carlow",0.0,0,0
Environment,Biosciences,CW117,205,0.0,0,0.0,205,0.0,380,7,"Institute of Technology, Carlow",0.0,0,0
Biological and related sciences,Science - Applied Biology or Applied Chemistry,CW126,191,0.0,0,0.0,191,0.0,424,6,"Institute of Technology, Carlow",0.0,0,0
Biological and related sciences,Brewing and Distilling,CW128,263,0.0,0,0.0,263,0.0,318,8,"Institute of Technology, Carlow",0.0,0,0
Personal services,Sport and Exercise Science,CW138,423,0.0,0,0.0,423,0.0,444,8,"Institute of Technology, Carlow",0.0,0,0
Personal services,Strength and Conditioning,CW148,379,0.0,0,0.0,379,0.0,400,8,"Institute of Technology, Carlow",0.0,0,0
Health,Sport Rehabilitation and Athletic Therapy,CW188,451,0.0,448,0.0,448,0.0,466,8,"Institute of Technology, Carlow",0.0,0,0
Information and Communication Technologies (ICTs),Computing - Applications or Programming,CW206,235,0.0,0,0.0,235,0.0,369,6,"Institute of Technology, Carlow",0.0,0,0
Information and Communication Technologies (ICTs),Software Development,CW207,244,0.0,0,0.0,244,0.0,329,7,"Institute of Technology, Carlow",0.0,0,0
Information and Communication Technologies (ICTs),Computer Games Development,CW208,279,0.0,0,0.0,279,0.0,327,8,"Institute of Technology, Carlow",0.0,0,0
Information and Communication Technologies (ICTs),Information Technology Management,CW217,234,0.0,0,0.0,234,0.0,377,7,"Institute of Technology, Carlow",0.0,0,0
Information and Communication Technologies (ICTs),Cybercrime and IT Security,CW227,233,0.0,0,0.0,242,0.0,357,7,"Institute of Technology, Carlow",0.0,0,0
Information and Communication Technologies (ICTs),Computing in Interactive Digital Art and Design,CW237,212,0.0,0,0.0,212,0.0,337,7,"Institute of Technology, Carlow",0.0,0,0
Information and Communication Technologies (ICTs),Software Development,CW238,297,0.0,0,0.0,297,0.0,341,8,"Institute of Technology, Carlow",0.0,0,0
Information and Communication Technologies (ICTs),Information Technology Management,CW248,285,0.0,0,0.0,285,0.0,385,8,"Institute of Technology, Carlow",0.0,0,0
Information and Communication Technologies (ICTs),Cybercrime and IT Security,CW258,293,0.0,0,0.0,293,0.0,358,8,"Institute of Technology, Carlow",0.0,0,0
Information and Communication Technologies (ICTs),Computing in Interactive Digital Art and Design,CW268,287,0.0,0,0.0,287,0.0,369,8,"Institute of Technology, Carlow",0.0,0,0
Architecture and construction,Architectural Technology,CW407,188,0.0,0,0.0,188,0.0,358,7,"Institute of Technology, Carlow",0.0,0,0
Architecture and construction,Construction Management with Building Services,CW417,220,0.0,0,0.0,220,0.0,322,7,"Institute of Technology, Carlow",0.0,0,0
Architecture and construction,Civil Engineering,CW427,199,0.0,0,0.0,199,0.0,347,7,"Institute of Technology, Carlow",0.0,0,0
Architecture and construction,Construction (options),CW438,272,0.0,0,0.0,272,0.0,336,8,"Institute of Technology, Carlow",0.0,0,0
Architecture and construction,Architectural Technology,CW468,262,0.0,0,0.0,262,0.0,358,8,"Institute of Technology, Carlow",0.0,0,0
Architecture and construction,Civil Engineering,CW478,433,0.0,0,0.0,433,0.0,492,8,"Institute of Technology, Carlow",0.0,0,0
Engineering and engineering trades,Aircraft Systems,CW507,293,0.0,0,0.0,294,0.0,399,7,"Institute of Technology, Carlow",0.0,0,0
Engineering and engineering trades,Mechanical Engineering,CW517,276,0.0,0,0.0,276,0.0,371,7,"Institute of Technology, Carlow",0.0,0,0
Engineering and engineering trades,Electronic Engineering,CW527,227,0.0,0,0.0,227,0.0,357,7,"Institute of Technology, Carlow",0.0,0,0
Arts,TV and Media Production,CW547,301,0.0,0,0.0,301,0.0,413,7,"Institute of Technology, Carlow",0.0,0,0
Engineering and engineering trades,Mechanical Engineering,CW548,321,0.0,0,0.0,321,0.0,371,8,"Institute of Technology, Carlow",0.0,0,0
Engineering and engineering trades,Electronic Systems,CW558,280,0.0,0,0.0,280,0.0,361,8,"Institute of Technology, Carlow",0.0,0,0
Engineering and engineering trades,Aerospace Engineering,CW568,380,0.0,0,0.0,380,0.0,442,8,"Institute of Technology, Carlow",0.0,0,0
Arts,TV and Media Production,CW578,325,0.0,0,0.0,325,0.0,420,8,"Institute of Technology, Carlow",0.0,0,0
Law,Legal Studies,CW706,163,0.0,0,0.0,163,0.0,377,6,"Institute of Technology, Carlow",0.0,0,0
Arts,Industrial Design,CW707,207,0.0,0,0.0,207,0.0,380,7,"Institute of Technology, Carlow",1.0,0,0
Law,Law - LLB,CW708,302,0.0,0,0.0,302,0.0,349,8,"Institute of Technology, Carlow",0.0,0,0
Welfare,Professional Social Care Practice,CW717,288,0.0,0,0.0,288,0.0,347,7,"Institute of Technology, Carlow",1.0,0,0
Arts,Product Design Innovation,CW728,252,0.0,0,0.0,252,0.0,359,8,"Institute of Technology, Carlow",0.0,0,0
Welfare,Early Childhood Education and Care,CW748,270,0.0,0,0.0,270,0.0,327,8,"Institute of Technology, Carlow",0.0,0,0
Welfare,Professional Social Care Practice,CW758,336,0.0,0,0.0,336,0.0,358,8,"Institute of Technology, Carlow",0.0,0,0
Personal services,Sport Coaching and Business Management - GAA (portfolio),CW807,700,0.0,0,0.0,700,0.0,700,7,"Institute of Technology, Carlow",1.0,0,0
Business and administration,Media and Public Relations,CW808,251,0.0,0,0.0,251,0.0,298,8,"Institute of Technology, Carlow",0.0,0,0
Personal services,Sport Coaching and Business Management - Rugby (portfolio),CW817,700,0.0,0,0.0,700,0.0,700,7,"Institute of Technology, Carlow",1.0,0,0
Personal services,Sport Coaching and Business Management - Soccer (portfolio),CW827,700,0.0,0,0.0,700,0.0,700,7,"Institute of Technology, Carlow",1.0,0,0
Information and Communication Technologies (ICTs),Digital Marketing with Analytics,CW837,200,0.0,0,0.0,200,0.0,356,7,"Institute of Technology, Carlow",0.0,0,0
Information and Communication Technologies (ICTs),Digital Marketing with Analytics,CW848,254,0.0,0,0.0,269,0.0,326,8,"Institute of Technology, Carlow",0.0,0,0
Personal services,"Sports Management and Coaching (options, portfolio)",CW858,700,0.0,0,0.0,700,0.0,700,8,"Institute of Technology, Carlow",1.0,0,0
Business and administration,Business,CW906,177,0.0,0,0.0,177,0.0,297,6,"Institute of Technology, Carlow",0.0,0,0
Business and administration,Business (options),CW908,280,0.0,0,0.0,280,0.0,357,8,"Institute of Technology, Carlow",0.0,0,0
Business and administration,Business (options),CW917,224,0.0,0,0.0,224,0.0,378,7,"Institute of Technology, Carlow",0.0,0,0
Business and administration,Business with Law,CW926,210,0.0,0,0.0,210,0.0,409,6,"Institute of Technology, Carlow",0.0,0,0
Business and administration,Accounting,CW936,231,0.0,0,0.0,231,0.0,403,6,"Institute of Technology, Carlow",0.0,0,0
Business and administration,Business with Law,CW938,283,0.0,0,0.0,283,0.0,301,8,"Institute of Technology, Carlow",0.0,0,0
Business and administration,Accounting,CW948,300,0.0,0,0.0,300,0.0,364,8,"Institute of Technology, Carlow",0.0,0,0
Information and Communication Technologies (ICTs),Computing,DB500,218,0.0,218,0.0,218,0.0,301,8,Dublin Business School,0.0,avp,0
Information and Communication Technologies (ICTs),Computing (Cloud Computing),DB501,227,0.0,227,0.0,227,0.0,280,8,Dublin Business School,0.0,avp,0
Information and Communication Technologies (ICTs),Computing (Data Analytics and Big Data),DB502,341,0.0,341,0.0,334,0.0,377,8,Dublin Business School,0.0,avp,0
Information and Communication Technologies (ICTs),Computing (Software Development),DB503,225,0.0,225,0.0,225,0.0,281,8,Dublin Business School,0.0,avp,0
Information and Communication Technologies (ICTs),Computing (Web and Mobile Technology),DB504,0,0.0,281,0.0,281,0.0,281,8,Dublin Business School,0.0,avp,0
Arts,Audio Production and Music Project Management,DB510,234,0.0,223,0.0,223,0.0,290,8,Dublin Business School,0.0,avp,0
Business and administration,Business Studies,DB512,218,0.0,203,0.0,203,0.0,308,8,Dublin Business School,0.0,avp,0
Business and administration,Business Studies (Law),DB514,252,0.0,0,0.0,251,0.0,270,8,Dublin Business School,0.0,avp,0
Business and administration,Business Studies (Human Resource Management),DB515,244,0.0,244,0.0,244,0.0,326,8,Dublin Business School,0.0,avp,0
Business and administration,Financial Services,DB516,0,0.0,0,0.0,0,0.0,0,8,Dublin Business School,0.0,0,0
Business and administration,Marketing (Event Management),DB517,238,0.0,0,0.0,238,0.0,309,8,Dublin Business School,0.0,avp,0
Business and administration,Accounting and Finance,DB521,225,0.0,195,0.0,195,0.0,318,8,Dublin Business School,0.0,avp,0
Information and Communication Technologies (ICTs),Business (Information Systems),DB524,342,0.0,309,0.0,309,0.0,409,8,Dublin Business School,0.0,avp,0
Information and Communication Technologies (ICTs),Business (Cloud Computing),DB526,347,0.0,0,0.0,347,0.0,423,8,Dublin Business School,0.0,avp,0
Social and behavioural sciences,Applied Social Care,DB527,234,0.0,260,0.0,234,0.0,306,8,Dublin Business School,0.0,avp,0
Social and behavioural sciences,Applied Social Care,DB528,AQA,0.0,AQA,0.0,AQA,0.0,337,7,Dublin Business School,0.0,avp,0
Business and administration,Marketing,DB531,293,0.0,0,0.0,293,0.0,336,8,Dublin Business School,0.0,avp,0
Arts,Sound Engineering and Music Production,DB534,AQA,0.0,AQA,0.0,AQA,0.0,338,6,Dublin Business School,0.0,avp,0
Social and behavioural sciences,Psychology,DB562,243,0.0,229,0.0,229,0.0,322,8,Dublin Business School,0.0,avp,0
Arts,Arts,DB563,161,0.0,189,0.0,161,0.0,357,6,Dublin Business School,0.0,avp,0
Social and behavioural sciences,Social Science,DB566,220,0.0,227,0.0,220,0.0,290,8,Dublin Business School,0.0,avp,0
Arts,Film and Creative Media,DB567,218,0.0,202,0.0,202,0.0,290,8,Dublin Business School,0.0,avp,0
Law,Law,DB568,219,0.0,252,0.0,217,0.0,309,8,Dublin Business School,0.0,avp,0
Business and administration,Business (Psychology),DB569,252,0.0,0,0.0,252,0.0,284,8,Dublin Business School,0.0,avp,0
Business and administration,Business Studies,DB571,173,0.0,211,0.0,122,0.0,398,7,Dublin Business School,0.0,avp,0
Business and administration,Business in Accounting,DB572,119,0.0,117,0.0,117,0.0,368,7,Dublin Business School,0.0,avp,0
Business and administration,Business in Marketing,DB573,117,0.0,146,0.0,117,0.0,388,7,Dublin Business School,0.0,avp,0
Information and Communication Technologies (ICTs),Business in Information Technology,DB574,136,0.0,388,0.0,136,0.0,388,7,Dublin Business School,0.0,avp,0
Arts,Film and Creative Media,DB576,AQA,0.0,AQA,0.0,AQA,0.0,338,7,Dublin Business School,0.0,avp,0
Education,Education - Early Childhood Education,DC001,440,0.0,0,0.0,440,0.0,462,8,Dublin City University,0.0,0,0
Education,Education - Primary Teaching,DC002,488,0.0,0,0.0,488,0.0,520,8,Dublin City University,0.0,0,0
Education,Education - Primary Teaching - Gaeltacht Applicants,DC003,445,0.0,0,0.0,445,0.0,462,8,Dublin City University,1.0,0,0
Education,Education - Primary Teaching (Church of Ireland Centre formerly CICE),DC004,411,0.0,409,0.0,409,0.0,463,8,Dublin City University,1.0,0,0
Arts,Arts (Joint Honours) - Humanities,DC009,376,0.0,0,0.0,376,0.0,423,8,Dublin City University,0.0,0,0
Education,Post Primary Teacher Education - Religious Education and English,DC010,441,0.0,429,0.0,429,0.0,465,8,Dublin City University,0.0,0,0
Education,Post Primary Teacher Education - Religious Education and History,DC011,412,0.0,391,0.0,391,0.0,429,8,Dublin City University,0.0,0,0
Education,Post Primary Teacher Education - Religious Education and Music,DC012,378,0.0,0,0.0,378,0.0,420,8,Dublin City University,1.0,0,0
Education,Post Primary Teacher Ed - Gaeilge with French/German/Spanish,DC013,419,0.0,0,0.0,419,0.0,487,8,Dublin City University,0.0,0,0
Arts,BA in Jazz and Contemporary Music Performance (audition),DC014,419,0.0,0,0.0,419,0.0,605,8,Dublin City University,1.0,0,0
Languages,Business Studies International,DC110,465,0.0,0,0.0,465,0.0,488,8,Dublin City University,0.0,0,0
Business and administration,Business Studies,DC111,488,0.0,0,0.0,488,0.0,507,8,Dublin City University,0.0,0,0
Business and administration,Global Business (France),DC112,517,0.0,510,0.0,510,0.0,532,8,Dublin City University,0.0,0,0
Business and administration,Global Business (Germany),DC113,462,0.0,0,0.0,462,0.0,496,8,Dublin City University,0.0,0,0
Business and administration,Global Business (Spain),DC114,522,0.0,0,0.0,522,0.0,545,8,Dublin City University,0.0,0,0
Business and administration,Accounting and Finance,DC115,510,0.0,0,0.0,510,0.0,544,8,Dublin City University,0.0,0,0
Business and administration,Global Business (USA),DC116,579,0.0,0,0.0,579,0.0,601,8,Dublin City University,0.0,0,0
Engineering and engineering trades,Aviation Management / Aviation Management with Pilot Studies,DC117,476,0.0,475,0.0,475,0.0,500,8,Dublin City University,0.0,0,0
Business and administration,Gnó agus Gaeilge / Business and Irish,DC118,359,0.0,0,0.0,359,0.0,429,8,Dublin City University,0.0,0,0
Business and administration,Global Business (Canada),DC119,564,0.0,0,0.0,564,0.0,577,8,Dublin City University,0.0,0,0
